epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,24.9546,0.61583,0.77336,0.89144,1,0.95,0.97063,0.89148,0.51931,0.63572,0.83886,0.000386281,0.000386281,0.000386281
46,25.4765,0.55508,0.72343,0.85769,0.9818,0.94973,0.97063,0.89544,0.51588,0.61151,0.83302,0.000388034,0.000388034,0.000388034
47,25.9615,0.55649,0.755,0.87863,0.9818,0.94973,0.97063,0.89544,0.51588,0.61151,0.83302,0.000389482,0.000389482,0.000389482
48,26.4713,0.5166,0.71117,0.86826,0.99185,0.95,0.97063,0.89778,0.50763,0.58723,0.82948,0.000390625,0.000390625,0.000390625
49,26.9648,0.57402,0.71585,0.86299,0.99185,0.95,0.97063,0.89778,0.50763,0.58723,0.82948,0.000391464,0.000391464,0.000391464
50,27.4779,0.5074,0.70803,0.86291,1,0.95,0.97063,0.9043,0.47813,0.56628,0.82562,0.000391999,0.000391999,0.000391999
51,27.9499,0.51387,0.66994,0.85157,1,0.95,0.97063,0.9043,0.47813,0.56628,0.82562,0.000388345,0.000388345,0.000388345
52,28.4792,0.4787,0.66619,0.85866,1,0.95,0.97063,0.89554,0.48113,0.55463,0.82815,0.000380732,0.000380732,0.000380732
53,28.9513,0.49787,0.67352,0.86655,1,0.95,0.97063,0.89554,0.48113,0.55463,0.82815,0.000373119,0.000373119,0.000373119
54,29.5097,0.58671,0.73567,0.86759,1,0.95,0.97063,0.90204,0.47348,0.53872,0.82644,0.000365506,0.000365506,0.000365506
55,29.9869,0.51797,0.72762,0.86009,1,0.95,0.97063,0.90204,0.47348,0.53872,0.82644,0.000357893,0.000357893,0.000357893
56,30.5163,0.57092,0.71565,0.86067,1,0.95,0.97063,0.89566,0.48437,0.5248,0.82929,0.00035028,0.00035028,0.00035028
57,31.0075,0.51034,0.64663,0.86047,1,0.95,0.97063,0.89566,0.48437,0.5248,0.82929,0.000342666,0.000342666,0.000342666
58,31.5575,0.51243,0.66463,0.85721,0.9475,0.95,0.97063,0.90617,0.50544,0.52722,0.83536,0.000335053,0.000335053,0.000335053
59,32.054,0.55503,0.71956,0.88137,0.9475,0.95,0.97063,0.90617,0.50544,0.52722,0.83536,0.00032744,0.00032744,0.00032744
60,32.6642,0.46033,0.64112,0.85479,0.86645,0.825,0.84625,0.79538,0.48632,0.52341,0.83369,0.000319827,0.000319827,0.000319827
61,33.1689,0.5039,0.67918,0.86682,0.86645,0.825,0.84625,0.79538,0.48632,0.52341,0.83369,0.000312214,0.000312214,0.000312214
62,33.6763,0.52192,0.66011,0.86367,0.86249,0.82961,0.85875,0.80754,0.46997,0.52297,0.83112,0.000304601,0.000304601,0.000304601
63,34.1942,0.47019,0.63248,0.84353,0.86249,0.82961,0.85875,0.80754,0.46997,0.52297,0.83112,0.000296988,0.000296988,0.000296988
64,34.7013,0.52057,0.69764,0.85776,0.86183,0.82792,0.85875,0.80128,0.46327,0.51596,0.82994,0.000289375,0.000289375,0.000289375
65,35.175,0.46981,0.63793,0.83779,0.86183,0.82792,0.85875,0.80128,0.46327,0.51596,0.82994,0.000281762,0.000281762,0.000281762
66,35.6945,0.54505,0.74415,0.86211,0.96875,0.975,0.98313,0.91747,0.4502,0.50418,0.82521,0.000274148,0.000274148,0.000274148
67,36.1793,0.45688,0.604,0.85631,0.96875,0.975,0.98313,0.91747,0.4502,0.50418,0.82521,0.000266535,0.000266535,0.000266535
68,36.7152,0.47452,0.65751,0.85265,0.96875,0.975,0.98313,0.92446,0.44146,0.49066,0.82072,0.000258922,0.000258922,0.000258922
69,37.215,0.49083,0.6536,0.85456,0.96875,0.975,0.98313,0.92446,0.44146,0.49066,0.82072,0.000251309,0.000251309,0.000251309
70,37.736,0.47662,0.63522,0.8493,0.97644,0.97307,0.98313,0.92513,0.43199,0.45704,0.81923,0.000243696,0.000243696,0.000243696
71,38.2516,0.44689,0.62161,0.84761,0.97644,0.97307,0.98313,0.92513,0.43199,0.45704,0.81923,0.000236083,0.000236083,0.000236083
72,38.7584,0.51128,0.62754,0.86219,1,0.975,0.98313,0.9345,0.4328,0.44932,0.81617,0.00022847,0.00022847,0.00022847
73,39.2675,0.45722,0.66239,0.83792,1,0.975,0.98313,0.9345,0.4328,0.44932,0.81617,0.000220857,0.000220857,0.000220857
74,39.7896,0.48274,0.58771,0.85651,1,0.975,0.98313,0.93039,0.42095,0.43353,0.81233,0.000213244,0.000213244,0.000213244
75,40.2754,0.44394,0.62288,0.84783,1,0.975,0.98313,0.93039,0.42095,0.43353,0.81233,0.000205631,0.000205631,0.000205631
76,40.7955,0.45299,0.60835,0.84996,1,0.975,0.98313,0.93287,0.40873,0.42781,0.80983,0.000198018,0.000198018,0.000198018
77,41.2871,0.48338,0.60972,0.85278,1,0.975,0.98313,0.93287,0.40873,0.42781,0.80983,0.000190404,0.000190404,0.000190404
78,41.8589,0.45295,0.61692,0.83256,1,0.975,0.98313,0.92785,0.40277,0.43537,0.81086,0.000182791,0.000182791,0.000182791
79,42.3381,0.45992,0.59711,0.83141,1,0.975,0.98313,0.92785,0.40277,0.43537,0.81086,0.000175178,0.000175178,0.000175178
80,42.8604,0.47127,0.64748,0.86444,1,0.975,0.98313,0.93401,0.39318,0.42245,0.80645,0.000167565,0.000167565,0.000167565
81,43.337,0.43768,0.58597,0.83111,1,0.975,0.98313,0.93401,0.39318,0.42245,0.80645,0.000159952,0.000159952,0.000159952
82,43.8501,0.47383,0.65519,0.84367,1,0.975,0.98313,0.93561,0.38689,0.41783,0.80812,0.000152339,0.000152339,0.000152339
83,44.3708,0.48706,0.62327,0.86395,1,0.975,0.98313,0.93561,0.38689,0.41783,0.80812,0.000144726,0.000144726,0.000144726
84,44.8983,0.47251,0.6302,0.84909,1,1,0.995,0.94258,0.39477,0.4084,0.80852,0.000137113,0.000137113,0.000137113
85,45.4046,0.46136,0.60999,0.84697,1,1,0.995,0.94258,0.39477,0.4084,0.80852,0.0001295,0.0001295,0.0001295
86,45.9165,0.47788,0.62359,0.83784,1,1,0.995,0.93293,0.40056,0.40013,0.80877,0.000121887,0.000121887,0.000121887
87,46.4128,0.43306,0.55826,0.83877,1,1,0.995,0.93293,0.40056,0.40013,0.80877,0.000114273,0.000114273,0.000114273
88,46.9454,0.46313,0.59042,0.84863,1,1,0.995,0.94146,0.39672,0.40387,0.80825,0.00010666,0.00010666,0.00010666
89,47.4463,0.47558,0.6254,0.86104,1,1,0.995,0.94146,0.39672,0.40387,0.80825,9.90472e-05,9.90472e-05,9.90472e-05
90,47.9666,0.41521,0.57696,0.84764,1,1,0.995,0.93938,0.38814,0.4029,0.80721,9.14341e-05,9.14341e-05,9.14341e-05
91,51.7381,0.39911,0.62399,0.83444,1,1,0.995,0.93938,0.38814,0.4029,0.80721,8.3821e-05,8.3821e-05,8.3821e-05
92,52.3233,0.39537,0.58897,0.82765,1,1,0.995,0.95189,0.37952,0.40488,0.80724,7.62079e-05,7.62079e-05,7.62079e-05
93,52.9014,0.42323,0.63187,0.85248,1,1,0.995,0.95189,0.37952,0.40488,0.80724,6.85948e-05,6.85948e-05,6.85948e-05
94,53.4333,0.40172,0.60467,0.81866,1,1,0.995,0.95913,0.37679,0.40687,0.80646,6.09817e-05,6.09817e-05,6.09817e-05
95,53.9277,0.40237,0.55241,0.83633,1,1,0.995,0.95913,0.37679,0.40687,0.80646,5.33686e-05,5.33686e-05,5.33686e-05
96,54.44,0.41497,0.59817,0.83244,1,1,0.995,0.95869,0.37353,0.40988,0.80613,4.57555e-05,4.57555e-05,4.57555e-05
97,54.9251,0.39897,0.58457,0.82356,1,1,0.995,0.95869,0.37353,0.40988,0.80613,3.81424e-05,3.81424e-05,3.81424e-05
98,55.4483,0.40682,0.57852,0.80515,0.99874,1,0.995,0.95838,0.37143,0.41289,0.80644,3.05293e-05,3.05293e-05,3.05293e-05
99,55.9354,0.39467,0.58676,0.83182,0.99874,1,0.995,0.95838,0.37143,0.41289,0.80644,2.29162e-05,2.29162e-05,2.29162e-05
100,56.4655,0.42276,0.60373,0.80749,0.99837,1,0.995,0.95615,0.3706,0.41601,0.80634,1.53031e-05,1.53031e-05,1.53031e-05
