epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,100.578,0.62725,0.7327,0.96435,0.87149,0.80921,0.80063,0.69216,0.62363,0.90281,0.96038,0.000117625,0.000117625,0.000117625
84,101.918,0.61394,0.67448,0.96875,0.88754,0.79352,0.84593,0.71342,0.62303,0.9072,0.96241,0.000111438,0.000111438,0.000111438
85,103.102,0.61082,0.64169,0.94213,0.88748,0.79179,0.85138,0.70726,0.6238,0.91183,0.96421,0.00010525,0.00010525,0.00010525
86,104.281,0.60003,0.63616,0.94899,0.87291,0.80659,0.88674,0.73119,0.62769,0.92386,0.96694,9.90625e-05,9.90625e-05,9.90625e-05
87,105.456,0.62255,0.67297,0.95682,0.87575,0.80582,0.88918,0.73269,0.62484,0.92669,0.965,9.2875e-05,9.2875e-05,9.2875e-05
88,107.392,0.6112,0.639,0.94554,0.87775,0.80428,0.89208,0.73954,0.62153,0.93474,0.96188,8.66875e-05,8.66875e-05,8.66875e-05
89,109.584,0.59291,0.67651,0.96728,0.88028,0.79994,0.89116,0.73873,0.62183,0.93716,0.96133,8.05e-05,8.05e-05,8.05e-05
90,111.479,0.59973,0.67423,0.94891,0.88268,0.79885,0.88708,0.73881,0.62341,0.93262,0.95959,7.43125e-05,7.43125e-05,7.43125e-05
91,116.933,0.60802,0.70099,0.95839,0.88434,0.79778,0.88647,0.73855,0.62361,0.93124,0.95877,6.8125e-05,6.8125e-05,6.8125e-05
92,118.74,0.61108,0.66176,0.9509,0.88599,0.79553,0.89117,0.74045,0.6276,0.93342,0.959,6.19375e-05,6.19375e-05,6.19375e-05
93,121.131,0.58325,0.65623,0.93433,0.88403,0.79673,0.89031,0.74014,0.63026,0.9417,0.96023,5.575e-05,5.575e-05,5.575e-05
94,123.216,0.60763,0.69001,0.96475,0.87832,0.797,0.88374,0.73299,0.63321,0.96153,0.96098,4.95625e-05,4.95625e-05,4.95625e-05
95,125.334,0.5862,0.65616,0.94998,0.87921,0.79663,0.88323,0.73611,0.63293,0.96466,0.96064,4.3375e-05,4.3375e-05,4.3375e-05
96,127.304,0.58797,0.66348,0.94071,0.87407,0.80278,0.88186,0.7283,0.62816,0.9515,0.9573,3.71875e-05,3.71875e-05,3.71875e-05
97,128.684,0.58651,0.64318,0.94706,0.87512,0.80237,0.88183,0.72967,0.62563,0.94048,0.95653,3.1e-05,3.1e-05,3.1e-05
98,129.836,0.60764,0.71348,0.94522,0.87764,0.80114,0.8838,0.73377,0.62291,0.91669,0.95413,2.48125e-05,2.48125e-05,2.48125e-05
99,131.053,0.57671,0.63488,0.92109,0.87697,0.80167,0.88283,0.73081,0.62231,0.90973,0.95375,1.8625e-05,1.8625e-05,1.8625e-05
100,132.184,0.54876,0.68276,0.91914,0.87587,0.80327,0.88672,0.73396,0.62219,0.90172,0.95379,1.24375e-05,1.24375e-05,1.24375e-05
