epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,13.7057,0.75417,2.36736,0.89953,0.02696,0.96875,0.56036,0.48381,0.63642,2.97685,0.85533,0.000193177,0.000193177,0.000193177
23,14.2423,0.71893,2.27889,0.90289,0.78324,0.52807,0.58514,0.52212,0.64116,2.88548,0.87128,0.000195311,0.000195311,0.000195311
24,14.7739,0.69981,2.05773,0.88183,0.89524,0.25623,0.5985,0.5338,0.64003,2.78885,0.87787,0.000196835,0.000196835,0.000196835
25,15.3134,0.71199,1.91369,0.93053,0.88239,0.32233,0.62166,0.55517,0.61707,2.71101,0.87773,0.00019775,0.00019775,0.00019775
26,16.0162,0.71049,1.83747,0.91989,0.8866,0.3643,0.65128,0.5906,0.62249,2.66727,0.88875,0.000198056,0.000198056,0.000198056
27,16.5913,0.65922,1.69301,0.90622,0.9068,0.38834,0.6495,0.58766,0.59331,2.62545,0.84911,0.000197753,0.000197753,0.000197753
28,17.093,0.64073,1.6951,0.90707,0.9068,0.38834,0.6495,0.58766,0.59331,2.62545,0.84911,0.000196841,0.000196841,0.000196841
29,17.6576,0.63059,1.68791,0.90628,0.90115,0.39521,0.64957,0.5844,0.59097,2.59681,0.84277,0.00019532,0.00019532,0.00019532
30,18.2195,0.66868,1.68343,0.90179,0.90176,0.39894,0.64523,0.5735,0.56387,2.56582,0.82698,0.00019319,0.00019319,0.00019319
31,18.7647,0.69426,1.64,0.89538,0.90176,0.39894,0.64523,0.5735,0.56387,2.56582,0.82698,0.000190451,0.000190451,0.000190451
32,19.3148,0.62803,1.51635,0.89796,0.90871,0.40196,0.64743,0.57012,0.55005,2.51347,0.82256,0.000187102,0.000187102,0.000187102
33,19.8522,0.73941,1.60297,0.91723,0.91427,0.40786,0.65784,0.58004,0.55557,2.44093,0.82849,0.000183145,0.000183145,0.000183145
34,20.3658,0.73282,1.6378,0.92309,0.91427,0.40786,0.65784,0.58004,0.55557,2.44093,0.82849,0.000178579,0.000178579,0.000178579
35,20.9089,0.64666,1.36536,0.86593,0.92423,0.4117,0.68498,0.6131,0.55068,2.33789,0.83744,0.000173403,0.000173403,0.000173403
36,21.4245,0.67144,1.41456,0.89486,0.92955,0.41984,0.70951,0.64045,0.54132,2.20458,0.83584,0.000167619,0.000167619,0.000167619
37,21.927,0.6613,1.44766,0.89276,0.92955,0.41984,0.70951,0.64045,0.54132,2.20458,0.83584,0.000161225,0.000161225,0.000161225
38,22.4514,0.58386,1.33651,0.8737,0.7968,0.46229,0.74318,0.67261,0.53278,2.06455,0.83137,0.000154223,0.000154223,0.000154223
39,22.9697,0.68804,1.40088,0.90015,0.77656,0.596,0.78867,0.70395,0.54123,1.91721,0.83066,0.000146611,0.000146611,0.000146611
40,23.4648,0.60337,1.27223,0.89835,0.77656,0.596,0.78867,0.70395,0.54123,1.91721,0.83066,0.000138391,0.000138391,0.000138391
41,27.3524,0.57127,1.18882,0.88411,0.77279,0.62566,0.82091,0.73316,0.54463,1.76829,0.83345,0.000129561,0.000129561,0.000129561
42,27.9659,0.58087,1.18184,0.86996,0.77452,0.65194,0.843,0.75683,0.53381,1.65463,0.82938,0.000120122,0.000120122,0.000120122
43,28.5797,0.54123,1.09038,0.83682,0.77452,0.65194,0.843,0.75683,0.53381,1.65463,0.82938,0.000110075,0.000110075,0.000110075
44,29.1345,0.52022,1.13803,0.85902,0.90198,0.66326,0.84431,0.7574,0.51484,1.5325,0.824,9.94179e-05,9.94179e-05,9.94179e-05
45,29.6445,0.5163,1.09021,0.87112,0.90198,0.66326,0.84431,0.7574,0.51484,1.5325,0.824,8.8152e-05,8.8152e-05,8.8152e-05
46,30.1847,0.56489,1.11437,0.86159,0.90407,0.67053,0.85193,0.77683,0.49175,1.44605,0.82101,7.62771e-05,7.62771e-05,7.62771e-05
47,30.7095,0.57129,1.14269,0.87732,0.90407,0.67053,0.85193,0.77683,0.49175,1.44605,0.82101,6.37932e-05,6.37932e-05,6.37932e-05
48,31.2395,0.51697,1.02155,0.86883,0.77836,0.67843,0.85605,0.78044,0.47513,1.3597,0.81695,5.07002e-05,5.07002e-05,5.07002e-05
49,31.7325,0.51863,1.02666,0.85425,0.77836,0.67843,0.85605,0.78044,0.47513,1.3597,0.81695,3.69981e-05,3.69981e-05,3.69981e-05
50,32.2677,0.5721,1.13971,0.87289,0.76559,0.72007,0.86315,0.78656,0.46392,1.28255,0.81464,2.2687e-05,2.2687e-05,2.2687e-05
