epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,17.8537,0.69426,1.64,0.89538,0,0,0,0,0,0.97363,0,0.000190451,0.000190451,0.000190451
32,18.3946,0.62803,1.51635,0.89796,0,0,0,0,0,1.03516,0,0.000187102,0.000187102,0.000187102
33,18.9287,0.73941,1.60297,0.91723,0,0,0,0,0,1.23633,0,0.000183145,0.000183145,0.000183145
34,19.4632,0.73282,1.6378,0.92309,0,0,0,0,0,1.23633,0,0.000178579,0.000178579,0.000178579
35,19.9972,0.64666,1.36536,0.86593,0,0,0,0,0,1.55859,0,0.000173403,0.000173403,0.000173403
36,20.5246,0.67144,1.41456,0.89486,0,0,0,0,0,2.08984,0,0.000167619,0.000167619,0.000167619
37,21.0304,0.6613,1.44766,0.89276,0,0,0,0,0,2.08984,0,0.000161225,0.000161225,0.000161225
38,21.5588,0.58386,1.33651,0.8737,0,0,0,0,0,2.64453,0,0.000154223,0.000154223,0.000154223
39,22.074,0.68804,1.40088,0.90015,0,0,0,0,0,3.49805,0,0.000146611,0.000146611,0.000146611
40,22.5888,0.60337,1.27223,0.89835,0,0,0,0,0,3.49805,0,0.000138391,0.000138391,0.000138391
41,26.2476,0.57127,1.18882,0.88411,0,0,0,0,0,4.33203,0,0.000129561,0.000129561,0.000129561
42,26.8616,0.58087,1.18184,0.86996,0,0,0,0,0,5.07422,0,0.000120122,0.000120122,0.000120122
43,27.3656,0.54123,1.09038,0.83682,0,0,0,0,0,5.07422,0,0.000110075,0.000110075,0.000110075
44,27.8907,0.52022,1.13803,0.85902,0,0,0,0,0,5.93359,0,9.94179e-05,9.94179e-05,9.94179e-05
45,28.4015,0.5163,1.09021,0.87112,0,0,0,0,0,5.93359,0,8.8152e-05,8.8152e-05,8.8152e-05
46,28.9313,0.56489,1.11437,0.86159,0,0,0,0,0,6.78516,0,7.62771e-05,7.62771e-05,7.62771e-05
47,29.459,0.57129,1.14269,0.87732,0,0,0,0,0,6.78516,0,6.37932e-05,6.37932e-05,6.37932e-05
48,29.9822,0.51697,1.02155,0.86883,0,0,0,0,0,7.73828,0,5.07002e-05,5.07002e-05,5.07002e-05
49,30.4694,0.51863,1.02666,0.85425,0,0,0,0,0,7.73828,0,3.69981e-05,3.69981e-05,3.69981e-05
50,30.9827,0.5721,1.13971,0.87289,0,0,0,0,0,9,0,2.2687e-05,2.2687e-05,2.2687e-05
