epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,27.7896,0.80111,1.12555,1.05741,0.81783,0.73793,0.71224,0.59198,0.73916,1.17906,1.02229,0.000365125,0.000365125,0.000365125
23,28.9075,0.8026,1.11718,1.0398,0.81117,0.74452,0.72498,0.60367,0.72513,1.10952,1.01664,0.00035275,0.00035275,0.00035275
24,30.1005,0.77256,1.04162,1.03876,0.79991,0.72696,0.73093,0.60415,0.70012,1.04739,1.01493,0.000340375,0.000340375,0.000340375
25,31.2666,0.75887,0.95888,1.03281,0.76869,0.74948,0.73292,0.60708,0.69105,1.05279,1.00929,0.000328,0.000328,0.000328
26,32.4184,0.76382,0.99807,1.02531,0.79436,0.75584,0.73786,0.61995,0.67903,1.06384,1.00006,0.000315625,0.000315625,0.000315625
27,33.5736,0.76339,0.981,1.03717,0.80742,0.75947,0.73106,0.61515,0.69078,1.07305,1.00144,0.00030325,0.00030325,0.00030325
28,34.7258,0.77846,1.00931,1.05863,0.79813,0.76102,0.73378,0.61697,0.6794,1.08494,0.99744,0.000290875,0.000290875,0.000290875
29,35.8487,0.74804,0.98681,1.01709,0.81677,0.75146,0.73541,0.6258,0.67612,1.08223,0.99704,0.0002785,0.0002785,0.0002785
30,37.0234,0.75636,0.99329,1.01821,0.81921,0.78558,0.73581,0.62175,0.67287,1.04975,0.98751,0.000266125,0.000266125,0.000266125
31,38.1597,0.73181,0.92607,0.99552,0.83876,0.76862,0.73484,0.61917,0.67157,1.03201,0.98345,0.00025375,0.00025375,0.00025375
32,39.3296,0.7303,0.94586,0.99541,0.84553,0.79357,0.75018,0.62777,0.68669,1.01673,0.98729,0.000241375,0.000241375,0.000241375
33,40.5141,0.7365,0.97217,1.02457,0.86675,0.78356,0.74978,0.62848,0.68696,1.00613,0.98764,0.000229,0.000229,0.000229
34,41.7142,0.72067,0.89059,0.99141,0.86092,0.80487,0.75242,0.63131,0.68107,0.97863,0.98573,0.000216625,0.000216625,0.000216625
35,42.854,0.73948,0.99515,1.0148,0.8496,0.83285,0.75142,0.63361,0.68114,0.9768,0.98562,0.00020425,0.00020425,0.00020425
36,44.1689,0.71065,0.88773,1.00026,0.85076,0.80607,0.76877,0.65531,0.66958,1.02831,0.98129,0.000191875,0.000191875,0.000191875
37,45.3212,0.70172,0.90491,0.97715,0.85341,0.79966,0.77021,0.65756,0.66255,1.04126,0.97697,0.0001795,0.0001795,0.0001795
38,46.461,0.69917,0.86681,1.01322,0.85826,0.80823,0.78357,0.66948,0.65441,1.01148,0.97036,0.000167125,0.000167125,0.000167125
39,47.5816,0.70186,0.90726,1.01024,0.85528,0.81433,0.78545,0.67021,0.65453,0.99816,0.97029,0.00015475,0.00015475,0.00015475
40,48.7339,0.69105,0.83724,1.0037,0.86998,0.81603,0.78513,0.66657,0.64975,0.95414,0.96817,0.000142375,0.000142375,0.000142375
41,52.9481,0.68714,0.87407,0.99305,0.86274,0.81704,0.78517,0.66719,0.65057,0.95477,0.96875,0.00013,0.00013,0.00013
42,54.0807,0.69175,0.90127,1.00007,0.86724,0.80914,0.78825,0.66834,0.65372,1.02569,0.96995,0.000117625,0.000117625,0.000117625
43,55.234,0.65965,0.83775,0.98024,0.86565,0.80862,0.78905,0.67035,0.65588,1.07573,0.97161,0.00010525,0.00010525,0.00010525
44,56.3794,0.65324,0.84646,0.97581,0.84833,0.82406,0.79185,0.67454,0.65567,1.12413,0.97223,9.2875e-05,9.2875e-05,9.2875e-05
45,57.4925,0.66053,0.88097,0.9899,0.8491,0.8282,0.79053,0.67674,0.65103,1.10268,0.97062,8.05e-05,8.05e-05,8.05e-05
46,58.6146,0.65196,0.84346,0.9604,0.85625,0.82613,0.79054,0.67956,0.64086,1.00644,0.96227,6.8125e-05,6.8125e-05,6.8125e-05
47,59.7226,0.65609,0.84096,0.97871,0.86016,0.82344,0.78977,0.67624,0.63841,0.96499,0.95918,5.575e-05,5.575e-05,5.575e-05
48,60.8555,0.65116,0.84499,0.97225,0.86583,0.82075,0.78836,0.68044,0.63327,0.92572,0.95756,4.3375e-05,4.3375e-05,4.3375e-05
49,61.954,0.63565,0.81182,0.97148,0.86176,0.82542,0.78797,0.67939,0.62966,0.91602,0.95644,3.1e-05,3.1e-05,3.1e-05
50,63.1397,0.65378,0.85147,0.98257,0.85938,0.82655,0.78705,0.67838,0.62575,0.90542,0.95505,1.8625e-05,1.8625e-05,1.8625e-05
